chr3	155419785	155420076	chr3	155577763	155577940	3
chr1	180484816	180485233	chr1	181111488	181112350	6
chr17	43312171	43313278	chr17	43462904	43463218	7
chr7	34022021	34022585	chr7	34130809	34131675	4
chr19	16136272	16136767	chr19	16293501	16294000	3
chr10	52761439	52761958	chr10	53764007	53764412	3
chr15	45749655	45749871	chr15	45878101	45878265	3
chr2	38211629	38212881	chr2	38501275	38502457	19
chr22	38283379	38284247	chr22	38329960	38330361	3
chr2	131678069	131678511	chr5	24440137	24440337	3
chr10	126218640	126218978	chr10	126516002	126516684	4
chr13	85868210	85868260	chr5	7622477	7622549	3
chr13	91759374	91759431	chr2	12292305	12292354	3
chr19	30412529	30412682	chr5	13383825	13383869	3
chr5	148382397	148383281	chr5	148413630	148415029	5
chr11	46941415	46942307	chr11	47174281	47174931	8
chr15	90700706	90701734	chr15	90727330	90728310	8
chr12	101883617	101884588	chr12	102153198	102153505	4
chr15	78931128	78931491	chr15	79001018	79002307	9
chr1	212650643	212650674	chr10	102297226	102297332	3
chr18	32606546	32606755	chr18	32724036	32724246	5
chr15	71740946	71741588	chr15	71754375	71755319	3
chr10	112506082	112506573	chr10	113120115	113120270	3
chr17	37708431	37709877	chr17	37779023	37779916	4
chr8	101578444	101579194	chr8	101688528	101689121	3
chr16	12977166	12977208	chr3	149375660	149375732	3
chr8	124784731	124784820	chr8	125437749	125438310	3
chr14	100638968	100639180	chr7	116103157	116103189	3
chr1	155148616	155150730	chr1	155162852	155163905	24
chr13	98628201	98628260	chr6	16761202	16761249	3
chr3	145907089	145908171	chr3	146358581	146359756	8
chr19	44174113	44174631	chr19	44227581	44228042	3
chr10	11557545	11558084	chr10	11799257	11800400	18
chr9	131200844	131201353	chr9	131398422	131398897	4
chr1	100006980	100007011	chr20	14274457	14274540	3
chr10	90565320	90565365	chr10	90595548	90595617	3
chr3	52145181	52145260	chr5	10194659	10194813	3
chr14	93581822	93582538	chr14	93601566	93602250	5
chr10	90232338	90233133	chr10	90312872	90313530	6
chr5	90157640	90158001	chr5	90680622	90681017	5
chr15	72044838	72045565	chr15	72093424	72094019	7
chr10	104524341	104524568	chr10	104594402	104594744	3
chr18	11519272	11519787	chr18	11570565	11571133	3
chr1	118077717	118077775	chr5	63638441	63638481	3
chr17	41957873	41958102	chr17	42072347	42072648	6
chr11	102166524	102167159	chr11	102176632	102177263	3
chr3	14675437	14675649	chr3	14962625	14963235	4
chr19	940406	940976	chr19	982859	983185	3
chr8	28220877	28221251	chr8	28278506	28279291	4
chr13	45621085	45622445	chr13	45854963	45855587	13
chr17	54670125	54670358	chr17	54679712	54679988	3
chr2	219166056	219166221	chr2	219180283	219180829	3
chr1	99022010	99022423	chr1	99214741	99215475	3
chr14	49928592	49929059	chr14	49964630	49964750	4
chr15	86345843	86346701	chr15	86374723	86375187	4
chr1	169455102	169455162	chr19	39971285	39971331	3
chr5	52419393	52420326	chr5	53513754	53514354	4
chr6	53593272	53593749	chr6	53659097	53659783	5
chr20	57445445	57445596	chr20	57977045	57977145	3
chr2	152277253	152277338	chr8	109955996	109956029	3
chr12	4688694	4689281	chr12	4867184	4867859	11
chr2	24307645	24308197	chr2	24605399	24605711	3
chr2	46859359	46859744	chr2	47104104	47104273	3
chr6	143554323	143554532	chr6	143748352	143748630	3
chr15	56285014	56286584	chr15	56390171	56391012	5
chr9	127181801	127182222	chr9	127242909	127243228	6
chr1	243911878	243912340	chr1	244436354	244436688	9
chr8	32081076	32081348	chr8	32406673	32406857	3
chr8	123093574	123093644	chr8	123160190	123160241	3
chr9	117443275	117445082	chr9	117500916	117501588	14
chr1	145421104	145422423	chr1	145454737	145457884	40
chr3	151743903	151744693	chr3	152161559	152162103	4
chr1	33083858	33083901	chr11	5384351	5384500	3
chr17	39736835	39737197	chr17	39771855	39772291	3
chr12	52288726	52289563	chr12	52417374	52418035	6
chr5	54702679	54703373	chr5	54990103	54990396	5
chr13	102594556	102595091	chrX	10088037	10088179	3
chr17	77879668	77879981	chr17	77889490	77890563	6
chr16	25066998	25067197	chr16	25146827	25148205	7
chr5	50254836	50255127	chr5	51301032	51302422	4
chr4	84557741	84557780	chrX	23920713	23920801	3
chr1	151906335	151906619	chr1	151938150	151938545	4
chr9	130840928	130841651	chr9	130879376	130880015	4
chr22	25133804	25133842	chr22	25154315	25154399	3
chrX	46432162	46432568	chrX	46501634	46501967	3
chr11	6400619	6401718	chr11	6464588	6465105	10
chr10	76016657	76016707	chr11	37048391	37048472	3
chr16	29830970	29831696	chr16	29859648	29860063	7
chr2	55402547	55402582	chr8	36810566	36810652	3
chr6	24581221	24581572	chr6	24684201	24684375	3
chrX	42381882	42381965	chrX	43620279	43620430	3
chr8	134221309	134225399	chr8	134460784	134462939	50
chr17	47512592	47512668	chr17	47645261	47646162	3
chr15	91504055	91504189	chr15	95093345	95093404	3
chr22	36027956	36028111	chr22	36080039	36080425	3
chr14	23546208	23546871	chr14	23578563	23578919	4
chr19	46026633	46027811	chr19	46061066	46061974	11
chr3	14244752	14245804	chr3	14302401	14303306	15
chr20	61552552	61552615	chr9	116265658	116265728	3
chr11	6552334	6552814	chr11	6704518	6705482	12
chr16	81551079	81551137	chr2	58222745	58222794	3
chr13	28678303	28678454	chr18	55101608	55101696	3
chr19	54311937	54312255	chr19	54532359	54534890	15
chr2	72364638	72365077	chr2	72375981	72376131	3
chr15	55940514	55941567	chr15	56091125	56092496	19
chr14	90768015	90768307	chr14	90865942	90866224	6
chr12	57518015	57519692	chr12	57576162	57577326	15
chr17	76009997	76010145	chr17	76247119	76247294	3
chr17	53679121	53679434	chr17	53847468	53847866	3
chr18	55718947	55719392	chr18	55788860	55789582	5
chr14	74129204	74129249	chr18	74604399	74604480	3
chr3	44831158	44831268	chr5	12362937	12363011	4
chr6	36986560	36986863	chr6	37182410	37183000	3
chr3	131066823	131067080	chr5	28591870	28591911	3
chr10	130528514	130528579	chr13	99657039	99657196	3
chr11	24818052	24818128	chr8	141806786	141806918	3
chr2	203452907	203453689	chr2	203987400	203987737	3
chr1	158005760	158006237	chr1	158057153	158057413	3
chr8	90730318	90731001	chr8	90995988	90997587	10
chr9	124887472	124887746	chr9	125220692	125221192	3
chr16	23888476	23888744	chr16	24021858	24022211	4
chr5	145912953	145913102	chr5	146326817	146327146	3
chr7	150808225	150808393	chr7	150869735	150869998	3
chrX	9692871	9695681	chrX	10087177	10088126	14
chr11	62537137	62537614	chr11	74916156	74916270	3
chr13	45206829	45206980	chr16	88521556	88521647	3
chr19	56215076	56215901	chr19	56320949	56321302	5
chr8	135594883	135594996	chrX	113900312	113900360	3
chr10	119202241	119202871	chr10	119237404	119238140	9
chr2	31072595	31072746	chrX	48988576	48988675	3
chr1	205601133	205602037	chr1	205626748	205626998	3
chr10	46983507	46984040	chr10	47056780	47057736	6
chr3	127194586	127194656	chr9	125616777	125616851	3
chr1	191545680	191545755	chr3	114733758	114733812	3
chr4	151190866	151190908	chr5	111486984	111487056	3
chr1	222911562	222912898	chr1	223254560	223255779	11
chr8	137944035	137944515	chr8	138346533	138347214	13
chr3	115412529	115412580	chr3	115421990	115422067	3
chr19	48821514	48822104	chr19	48836476	48837501	3
chr10	75608762	75609337	chr10	75840868	75841488	4
chr8	21953109	21953727	chr8	21992581	21992953	4
chr12	51219004	51219983	chr12	51380471	51381379	7
chr5	57074970	57076105	chr5	57755821	57757057	22
chr6	31105265	31105633	chr6	31153613	31154048	3
chr1	93325173	93325855	chr1	93487186	93487323	3
chr15	63140146	63140441	chr15	63327895	63328829	3
chr4	184877538	184877637	chr7	136453369	136453520	3
chr19	56577740	56578161	chr19	56764024	56764637	4
chr10	56557270	56557390	chr17	52030718	52030796	4
chr11	71511276	71511714	chr11	72145137	72145442	4
chr9	130864577	130865409	chr9	130879989	130880413	5
chr20	43639823	43640305	chr20	43767279	43767726	6
chrX	109398986	109399934	chrX	109651456	109651758	6
chr1	116150667	116151369	chr1	116314262	116315353	15
chr1	89401233	89401275	chr11	65443686	65443841	3
chr9	129373771	129374306	chr9	129544020	129544355	9
chr22	40832703	40833383	chr22	41041565	41042953	15
chr6	169017547	169017891	chr6	169284658	169284952	4
chr1	181135735	181136024	chr18	5073311	5073678	3
chr2	192677011	192677131	chr8	13125116	13125271	3
chr9	139384868	139385351	chr9	139525984	139526259	3
chr2	10206565	10206608	chr2	10276420	10276501	3
chr11	19670857	19670913	chr7	73826070	73826115	3
chr4	139158719	139158874	chr4	139194858	139194896	3
chr8	59520847	59521799	chr8	59614220	59614606	5
chr10	105471500	105473546	chr10	105644010	105645291	37
chr18	38464847	38464920	chr3	1007555	1007607	3
chr2	173836747	173836969	chr2	173939673	173940041	3
chr1	159564530	159564570	chr8	4923901	4923962	3
chr17	8393049	8393115	chr7	130725396	130725441	3
chr12	130531967	130532135	chr12	130655132	130655523	4
chr12	25403857	25404502	chr12	25540353	25540846	3
chr16	5289606	5290267	chr16	5535672	5535840	3
chr13	70153522	70154116	chr13	70431397	70431704	4
chr12	75920420	75920942	chr12	76740893	76741158	3
chr9	893954	894191	chr9	999108	999416	3
chr11	68717704	68718000	chr11	68811667	68811929	3
chr17	26973840	26974362	chr17	27041329	27041643	3
chr8	126656552	126657058	chr8	126708907	126709374	4
chr4	83636450	83637101	chr4	83660696	83660847	3
chr11	62380464	62380516	chr20	11719655	11719717	3
chr3	78708575	78708957	chr3	79037456	79038140	5
chr1	205294766	205294821	chr7	128625000	128625047	3
chr2	28844021	28844579	chr2	28938997	28939856	3
chr17	40474459	40475396	chr17	40580365	40581062	7
chr2	19377111	19377146	chr8	102081957	102082035	3
chr1	210546972	210548154	chr1	210573611	210574414	14
chr17	42607814	42609064	chr17	42713948	42714472	5
chr1	33403462	33404041	chr1	33472904	33473374	3
chr1	109806395	109806554	chr1	109845521	109845620	3
chr17	60719251	60719406	chr3	48270027	48270118	3
chr6	31105272	31105844	chr6	31334589	31335047	7
chr2	38208722	38210868	chr2	38501300	38503322	33
chr10	71167621	71168509	chr10	71218706	71219156	4
chr10	18832698	18832736	chr3	83423388	83423458	3
chr17	46881908	46882595	chr17	46962015	46963371	7
chr9	21326456	21326770	chr9	21413039	21413212	3
chr15	46007892	46008339	chr15	46087408	46087769	3
chr11	20029559	20029642	chr20	7917113	7917183	3
chr17	15731872	15732736	chr17	15900901	15902463	12
chr11	26318625	26318758	chr17	20812325	20812372	3
chr1	175345409	175345711	chr1	176042776	176043084	5
chr3	58295003	58295091	chr7	27960945	27960994	4
chr10	65479554	65480172	chr10	65525815	65528084	11
chr2	134644309	134644767	chr2	135205797	135206493	3
chr7	100785740	100788122	chr7	100835511	100837069	28
chrX	47052566	47053177	chrX	47243781	47244238	7
chr20	61298820	61302878	chr20	61422171	61424157	68
chr22	37255303	37256004	chr22	37374049	37374316	3
chr22	42667017	42667079	chr22	42733876	42733946	3
chr5	172700949	172701153	chr9	16017274	16017313	3
chr11	1314737	1315119	chr11	1536903	1537567	4
chr15	49338740	49339014	chr15	49438356	49438449	3
chr15	43517491	43518285	chr15	43577246	43579085	14
chr22	20960105	20960884	chr22	21051855	21052066	6
chr14	93152965	93154121	chr14	93250136	93250466	9
chr17	35716103	35717479	chr17	35730446	35730756	8
chr11	94466010	94466550	chr11	94495480	94495867	3
chrX	10087461	10088140	chrX	10602708	10605203	24
chr17	6814673	6814791	chr17	80754256	80754384	3
chr7	142937278	142938662	chr7	143113396	143114058	7
chr4	169945932	169946518	chr4	170406720	170407589	5
chr5	102376498	102377199	chr5	102474803	102475784	6
chr1	113258596	113259147	chr1	113348753	113349503	5
chr3	114936327	114937223	chr3	115154792	115156220	13
chr11	62366642	62367321	chr11	62380000	62380552	3
chr12	56583643	56583722	chr12	56615232	56615717	3
chr15	78002051	78002421	chr15	78077071	78077827	3
chr18	3854139	3854187	chr9	82785658	82785722	3
chr11	111429381	111429528	chr2	140094424	140094530	3
chr16	81238578	81238813	chr16	81756112	81757153	4
chr17	33324373	33325552	chr17	33416435	33416591	4
chr1	55418167	55418653	chr1	55462099	55462357	3
chr2	61226179	61226256	chr6	158643611	158643646	3
chr1	162008555	162008663	chr1	162025870	162026102	3
chr6	159124935	159125506	chr6	159392786	159394369	10
chr1	153324763	153325209	chr1	153438111	153438587	7
chr9	126889070	126890392	chr9	127082453	127082903	12
chrX	13768165	13769129	chrX	14050260	14051811	9
chr17	7816611	7817004	chr17	7889923	7890603	3
chr20	55667104	55667508	chr20	55910587	55910828	3
chr16	4526421	4527136	chr16	4561435	4561917	3
chr8	19260981	19261304	chr8	19525223	19525268	3
chr1	60120126	60120169	chr7	140629780	140629818	3
chrX	23711256	23715349	chrX	23918182	23921412	53
chr1	115059834	115060336	chr1	115101218	115101463	4
chr10	21567835	21568211	chr10	22242545	22242751	3
chr4	103541077	103542914	chr4	104020709	104021516	9
chr19	45520316	45520853	chr19	45562642	45563262	5
chr19	55979068	55979739	chr19	56015106	56016561	16
chr17	7646975	7647411	chr17	7677319	7677990	6
chr20	4740977	4741706	chr20	4936753	4937285	9
chr1	26647903	26648497	chr1	26717611	26718251	11
chr4	14751617	14751872	chr4	15164401	15164476	3
chr7	25512726	25512933	chr7	25605521	25605672	3
chr12	53887039	53887080	chr20	47006627	47006682	3
chr10	98400773	98400882	chr19	49523920	49524004	3
chr1	6113060	6113742	chr1	6231726	6231857	4
chr2	171829723	171830580	chr2	172015799	172016494	3
chr20	31683644	31684060	chr20	32717506	32718084	5
chr9	135045219	135045527	chr9	135450563	135450724	3
chr17	27546401	27546776	chr17	27696678	27697614	6
chr6	52965050	52965954	chr6	53349546	53349728	3
chr12	113443639	113444696	chr12	113468596	113469060	6
chr15	39288017	39288168	chr2	9278533	9278591	3
chr1	226166151	226166374	chr1	226309221	226310024	4
chr6	27129828	27130140	chr6	27145439	27146282	3
chr7	2760183	2760793	chr7	2902787	2903574	3
chr16	75823161	75823369	chr2	138869388	138869429	3
chr5	60822760	60822862	chr6	139097686	139097836	3
chr15	71117360	71117913	chr15	71149252	71149519	3
chr11	13203863	13205391	chr11	13364947	13366959	9
chr11	70313654	70313804	chr11	70374611	70375012	3
chr18	45549947	45550611	chr18	45990564	45992024	8
chr1	203008346	203008861	chr1	203237430	203238572	21
chr19	52265293	52265333	chr7	144552213	144552280	3
chr3	127814105	127814283	chr3	127852404	127852625	3
chr8	141841202	141841463	chr8	142185064	142185272	7
chr3	51009068	51009512	chr3	51409451	51409746	5
chr3	142562847	142563522	chr3	142713143	142713665	3
chr15	67677903	67679308	chr15	67725549	67726474	10
chr14	51750157	51750505	chr14	52598506	52598789	7
chr1	116349958	116351044	chr1	116523916	116524649	13
chr11	65042516	65043022	chr11	65100206	65101288	6
chr2	38561385	38561462	chr9	132405891	132405921	3
chr17	43070060	43070137	chr5	133929322	133929395	3
chrX	117737980	117738149	chrX	117981721	117981899	3
chr1	64140034	64140638	chr1	64708353	64709124	6
chr12	27167242	27168074	chr12	27276333	27276986	5
chr10	105176097	105176973	chr10	105244617	105245968	18
chr7	105682997	105683515	chr7	105697482	105698118	3
chr6	36989371	36990163	chr6	37177807	37178517	17
chr17	37363373	37363915	chr17	37778285	37778481	5
chr5	16489206	16490909	chr5	16548339	16551386	73
chr14	23452581	23452790	chr14	23537762	23538764	5
chr17	9480586	9480820	chr17	9579264	9579877	3
chr7	34021881	34022434	chr7	34127631	34128534	4
chr8	59634107	59634722	chr8	59933810	59934096	5
chr10	93311740	93312666	chr10	93368103	93368475	3
chr13	74477562	74477608	chr6	113051476	113051547	3
chr2	46542894	46542943	chr5	40602125	40602177	3
chr5	76359731	76360117	chr5	76856412	76856766	3
chr14	92489812	92489892	chr20	49277282	49277411	3
chr5	57183247	57184366	chr5	57755798	57757045	13
chr10	100022206	100022587	chr10	100069372	100069752	4
chr1	229639257	229639309	chr15	57506111	57506179	3
chr15	36562787	36562861	chr8	104324340	104324450	3
chr15	68846555	68846603	chr17	34925285	34925332	3
chr1	239594233	239594457	chr1	239911415	239911494	3
chr10	72032315	72033118	chr10	72147070	72147765	6
chr13	95948865	95949175	chr13	96032738	96033232	13
chr17	7726140	7726262	chr17	7816329	7816556	3
chr16	50781510	50781682	chr16	50840586	50840772	3
chr5	57185116	57186666	chr5	57755873	57757000	15
chr10	93518336	93519026	chr10	93672550	93673834	11
chr1	42660456	42660569	chr7	101627419	101627547	4
chr7	100926150	100926516	chr7	101151111	101151448	5
chr15	43775161	43775939	chr15	43806656	43807804	7
chr15	65325500	65326557	chr15	65596120	65596848	6
chr4	41717571	41717601	chr4	42253127	42253221	3
chr1	71210751	71211600	chr1	71515615	71515988	7
chr1	227956123	227956429	chr1	228134308	228134487	3
chr5	176736690	176737115	chr5	176883335	176883702	3
chr15	30040199	30040920	chr15	30367476	30368060	3
chr11	14322235	14322603	chr11	14476479	14476946	14
chr3	23793928	23793986	chr6	1116391	1116454	3
chr5	42909069	42909776	chr5	43040204	43040666	4
chr19	35464032	35464945	chr19	35535090	35535714	15
chr11	10645887	10646770	chr11	10756209	10757806	39
chr17	60171314	60171387	chr2	72305560	72305600	3
chr7	101186162	101186501	chr7	101879947	101880488	6
chr18	29737857	29739101	chr18	30132300	30133179	25
chr1	243506201	243509263	chr1	244435903	244437140	21
chr1	145533201	145533545	chr1	145542711	145543473	3
chr17	72766946	72767142	chr17	72777046	72777277	4
chr3	168109835	168109943	chr6	54849117	54849194	4
chr3	143493853	143494458	chr3	145485806	145485972	3
chr14	68005525	68005561	chr7	37772288	37772339	3
chr13	52973934	52974393	chr13	53024118	53024807	4
chr7	91509757	91510262	chr7	91582642	91583385	6
chr10	96122546	96123232	chr10	96204002	96204424	5
chr1	44018413	44018445	chr4	125938288	125938390	3
chr12	52772742	52774133	chr12	53273192	53273941	5
chr2	46859548	46859760	chr2	47003850	47004141	3
chr10	127670990	127671146	chr10	127936081	127936537	3
chr5	43105400	43106504	chr5	43117507	43122131	29
chr16	75241901	75241965	chr19	19541787	19541944	4
chr1	77366584	77367161	chr1	77591845	77592401	8
chr2	25578611	25578675	chrX	41806647	41806705	3
chr12	7031971	7032480	chr12	7052935	7053344	3
chr2	24575406	24575444	chrX	40595072	40595156	3
chr12	13409317	13409351	chr2	45025045	45025125	3
chr10	102027540	102027698	chr10	102193341	102193994	3
chr16	60815321	60815386	chr5	137868175	137868228	3
chr12	96213667	96214391	chr12	96242918	96243280	5
chr1	47489970	47490012	chr17	48278416	48278485	3
chr6	37621698	37621771	chr6	66940861	66940916	3
chr9	72424184	72424658	chr9	72534407	72534841	5
chr14	69378114	69378985	chr14	69573538	69574881	14
chr13	39625363	39626000	chr13	40190279	40190851	4
chr5	21213324	21213366	chr5	21814290	21814335	3
chr10	120817391	120817483	chr9	90990953	90991063	3
chr1	205242706	205243188	chr1	205323294	205324033	6
chr2	27069199	27069578	chr2	27239704	27240120	5
chr1	6168800	6169440	chr1	6201756	6202013	3
chr10	6989918	6990073	chr10	7042885	7042956	3
chr2	216186237	216186307	chr8	75902494	75902550	3
chr3	51671935	51672235	chr3	51703175	51703632	6
chr5	14947048	14947265	chr5	15014016	15014283	4
chr3	184279154	184279541	chr3	184492162	184492843	5
chr14	100883214	100884201	chr14	101111835	101112998	5
chr5	24633204	24634021	chr5	26482609	26483256	3
chr21	16235213	16235779	chr21	16855518	16855838	3
chr14	75344968	75345679	chr14	75372102	75372778	7
chr3	130658813	130658882	chr7	46290940	46290994	3
chr13	26706888	26707159	chr13	27272925	27273135	3
chr11	95582170	95583275	chr11	96075689	96076569	5
chr7	28894443	28894501	chr7	29139601	29139632	3
chr1	7503514	7504033	chr1	7599626	7599940	3
chrX	38240772	38240815	chrX	39741067	39741123	3
chr2	175327624	175328148	chr2	175562165	175562765	3
chr4	57826422	57826520	chr4	57834490	57834837	3
chr1	31899920	31900147	chr4	158642406	158642461	3
chr12	57505779	57506309	chr12	57518141	57518466	3
chr18	74840364	74840511	chr19	1672117	1672171	3
chr6	36390581	36391302	chr6	36727030	36727708	4
chr12	96017278	96018399	chr12	96208749	96210356	15
chr9	135286572	135286999	chr9	135897589	135897964	3
chr1	206663471	206664593	chr1	206780333	206780750	7
chr17	635095	635170	chr17	38185061	38185092	3
chr20	1946403	1947060	chr20	2073756	2074540	5
chr6	73503499	73503573	chrX	83355729	83355778	3
